SysTextures/L2UI_LuceraFree.utx,17151,0dd8fa3c94d6f7da
system/L2.bin.zip,495636,26f9c46a17410ce5
SysTextures/ui1.ugx.zip,16836869,3bd1c14d3740467a
system/L2.log,1396,0697b4db8e08d13b
SysTextures/ui2.ugx.zip,19970607,93708c8de5b2eb92
system/L2CefSubProcess.exe.zip,246272,0f0cfc4dacac18ff
system/L2CompiledShader.bin.zip,1247419,d5808a84f2963bd0
system/L2ForecF.ffe,3496,3775373170fad8aa
system/L2CrashSender.exe.zip,149504,14272092d66c2c70
system/L2PreCompiledShader.bin.zip,58539,95aa9a4eadac68a0
system/L2Second.log,586,fca46638760ba599
system/LargeFont-ru.gly,1540,547074646611579a
system/L2GameDataName.dat.zip,835504,ee4a0752356287a5
system/LargeFont.gly.zip,185612,d5c323a914d544ec
system/LineageDeco.u,4911,fc6b89cd7881ed5f
system/L2.exe.zip,3421742,8642916d54ce7103
system/LineageEffectWD27.u.zip,100063,726343a1b4aa6ac5
system/LineageEffect_Br.u.zip,1347379,b8e5500d515b6144
system/LineageGameplay.u,8745,9baa96359c697d3e
system/LineageMonster.u.zip,184821,efd275776df53686
SysTextures/ui3.ugx.zip,26685031,ba1fe9f0a8a61752
system/LineageMonster10.u,13056,97f17f00a5f0d196
system/ArtifactUpgrade.dat,688,f497afcc50035137
system/LineageMonster11.u,9072,893c47c4df642b78
system/LineageMonster12.u,15290,dba02299a1003ff2
system/LineageMonster13.u.zip,70340,cff790b99c53ea9f
system/LineageMonster2.u.zip,86274,dc2c6ca923b8a73c
system/LineageMonster3.u.zip,94358,c601bee567959792
system/LineageMonster5.u.zip,62011,438b43ee10c9808c
system/LineageMonster4.u.zip,99546,ecc23284cbf1f882
system/LineageMonster6.u,24541,d511d15a600eb9e9
system/LineageMonster8.u,6992,9533b98ab274d98f
system/LineageMonster9.u,21118,fc55feeb833fca0b
system/LineageMonster7.u.zip,124589,53f9e94f3ff88bd6
system/LineageMonster99.u,8027,0cb71d39d97a898e
system/LineageNpc.u.zip,100363,4fa095c8bf6cbdd3
system/LineageNpc3.u.zip,55657,99b47bcde95dcaa2
system/LineageNpc2.u.zip,241220,ed61eb2be6f63115
system/LineageNpc5.u,46801,46131c6cd4f214d5
system/LineageNpc4.u,18393,2a70c1f3c4ba3fb8
system/LineageNpc_br.u.zip,53897,cda3d066cc59b313
system/LineageNpcEv.u.zip,171890,4e6c339e5afe223f
system/LineageSceneInfo.u.zip,387618,04d694e72e256fee
system/LineageVehicle.u,7341,f71a9e37dd736411
system/LineageWarrior.u,21627,e2e41ddb3cbb637d
system/LobbyTimeEnv0.int,27727,8158316de163b494
system/LobbyTimeEnv0_Classic.int,28109,dc57fc52c3cbda01
system/Localization.ini,10207,0fc60caff944b4a3
system/Logongrp.dat,176,7b70fe80c12a3a08
system/Logongrp_Classic.dat,176,7b70fe80c12a3a08
system/LollyCubeData.dat,176,8516d3a35e357973
system/MSConditionData.dat.zip,324912,c82f8e6d88d39615
system/MSConditionData_Classic.dat,46256,064d6c14be709f5e
system/MantleException.dat,688,cc39230baa12abfb
system/MinimapRegion.dat,3760,46f519d9eb209eaa
system/LineageSkillEffect.u.zip,2011311,c67032baa95cddc0
system/MobSkillAnimgrp.dat,41392,68c46228f80b6217
system/MinimapRegion_Classic.dat,3248,47e01a7063252c12
system/MonsterBook_client.dat,4784,83b1672ba5e102dc
system/MusicInfo.dat,5680,65c3238a1f2b7984
system/MobSkillAnimgrp_Classic.dat,44336,5924219a4e268021
system/MusicInfo_Classic.dat,3888,fdbc68cb1bde1428
system/NPCTeleporter.dat,688,56ce5c32a9912491
system/NPCTeleporter_Classic.dat,560,e5a7598f4cc0c6af
system/NSplash.dll.zip,84992,325acb74a78fef96
system/LineageEffect2.u.zip,19197941,9fd5b254c07b8626
system/NWindow.u.zip,416453,8481be3ecb75a2eb
system/LineageEffect.u.zip,31310298,76333bfaccf3b4b5
system/NWindow.dll.zip,14437048,16c6375e402dea72
system/NpcName-ru.dat.zip,142768,384be5aadd48833b
system/NpcName_Classic-ru.dat.zip,159664,eef9e7bc23a4f6cf
system/NpcString-ru.dat.zip,300464,29c89b834314c9af
system/NpcString_Classic-ru.dat.zip,249776,446f4a0166f3f308
system/Npcgrp.dat.zip,334000,2bf2205d87d86993
